policy,reward_mean,reward_std,delay_mean,delay_std,drop_rate_mean,drop_rate_std,offload_rate_mean,offload_rate_std,energy_mean,energy_std,load_name,load_factor,task_min_bits,task_max_bits,avg_task_mbits
distilled_p50,-152.91995,2.30179853538489,152.91995,2.301798535384884,0.19842500000000002,0.01118260367714067,0.781125,0.014725084889398768,1.706578021338582,0.11331531531213473,load_07,1.0,1500000.0,6000000.0,3.75
offload,-164.6763,3.202972193525873,164.6763,3.20297219352588,0.067,0.008015609770940698,1.0,0.0,0.5935857180804014,0.008867307804991674,load_07,1.0,1500000.0,6000000.0,3.75
greedy,-180.72400000000002,1.0517699071089694,180.724,1.0517699071089663,0.5842499999999999,0.0035619517121937504,0.2659,0.0012257650672131257,4.565387753880024,0.03006478851471063,load_07,1.0,1500000.0,6000000.0,3.75
local,-248.55169999999987,0.9992292579783468,248.5517,0.9992292579783691,0.8094500000000001,0.0037927562537025724,0.0,0.0,4.950408114886283,0.004165316486532927,load_07,1.0,1500000.0,6000000.0,3.75
random,-170.9108,1.4724373025701156,170.91080000000002,1.4724373025701292,0.39764999999999995,0.012919558815996773,0.5020749999999999,0.01573930192225818,3.976306846189498,0.25973868628718755,load_07,1.0,1500000.0,6000000.0,3.75
mappo,-155.704975,2.440428823613786,155.704975,2.440428823613791,0.216875,0.0120681657678373,0.7739999999999999,0.016087650543196164,1.7536115169495343,0.1174510121161706,load_08,1.05,1575000.0,6300000.0,3.9375
pruned_p10,-156.037125,2.1365994923300424,156.037125,2.1365994923300433,0.251525,0.010566131032691198,0.7224499999999999,0.013585286158193358,2.12320842717886,0.09251917962090755,load_08,1.05,1575000.0,6300000.0,3.9375
distilled_p10,-155.731,2.455016204121671,155.731,2.4550162041216748,0.21652500000000002,0.011859305418109445,0.7745000000000001,0.016035117710824574,1.749755766507983,0.1198112959516907,load_08,1.05,1575000.0,6300000.0,3.9375
pruned_p25,-156.1859,2.346063938280458,156.1859,2.3460639382804556,0.22715,0.01021041135312383,0.7511999999999999,0.013214480693542214,1.9547054344594479,0.1032481736364985,load_08,1.05,1575000.0,6300000.0,3.9375
distilled_p25,-155.69659999999996,2.4194684984516726,155.6966,2.419468498451672,0.21687500000000004,0.011538657850894099,0.7738499999999999,0.015588136514670375,1.7573159570276735,0.12087822665118225,load_08,1.05,1575000.0,6300000.0,3.9375
pruned_p40,-156.36175,2.347720250583527,156.36175,2.3477202505835315,0.20995,0.01227538186778725,0.773425,0.01572182002822829,1.762358071953058,0.12614561288984052,load_08,1.05,1575000.0,6300000.0,3.9375
distilled_p40,-155.682075,2.4131867624833783,155.682075,2.413186762483376,0.21635,0.011365628007285829,0.7745499999999998,0.015606008458282982,1.7494861096769572,0.11677109732033865,load_08,1.05,1575000.0,6300000.0,3.9375
pruned_p50,-156.38094999999998,2.251989836233715,156.38095,2.251989836233724,0.230875,0.009217001952912885,0.7434000000000001,0.012103821710517715,2.026383802241087,0.1009887654900129,load_08,1.05,1575000.0,6300000.0,3.9375
distilled_p50,-155.73815000000002,2.451303712313097,155.73815000000002,2.451303712313104,0.2162,0.01150260839983697,0.7751249999999998,0.015928060930320422,1.745327273619175,0.12114023036241446,load_08,1.05,1575000.0,6300000.0,3.9375
offload,-167.1525,3.1730522372000083,167.1525,3.1730522372000136,0.085425,0.008191497115912327,1.0,0.0,0.5935857180804014,0.008867307804991674,load_08,1.05,1575000.0,6300000.0,3.9375
greedy,-182.49162500000006,1.085294638853899,182.491625,1.0852946388538933,0.589825,0.003648715527415093,0.266875,0.0013975424859373697,4.561664569103718,0.03031811573295521,load_08,1.05,1575000.0,6300000.0,3.9375
local,-250.61502499999983,1.0619322156451239,250.61502500000003,1.0619322156451425,0.8171499999999999,0.003968941924493228,0.0,0.0,4.950408114886283,0.004165316486532927,load_08,1.05,1575000.0,6300000.0,3.9375
random,-172.36884999999998,1.559566182468688,172.36884999999998,1.559566182468703,0.403125,0.015668938221845157,0.500075,0.018552981566314346,3.9806935647845267,0.25563714787763053,load_08,1.05,1575000.0,6300000.0,3.9375
mappo,-158.96755,2.3430777030435874,158.96755000000002,2.343077703043583,0.23725000000000002,0.011749999999999997,0.76575,0.016336309252704538,1.8144633270561696,0.12540056784614975,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
pruned_p10,-158.961875,2.114903104311164,158.961875,2.1149031043111663,0.26722500000000005,0.010610401736032433,0.71815,0.012750588221725298,2.147898223245144,0.10251628175585893,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
distilled_p10,-158.95715,2.3341348643555317,158.95715,2.3341348643555264,0.236925,0.011753217644543127,0.7661500000000001,0.01614357457318545,1.8115938141942025,0.12429654404551864,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
pruned_p25,-159.25615,2.1954203589517864,159.25615000000002,2.19542035895179,0.24392500000000003,0.010310825621646405,0.74605,0.012423163848231255,1.9904410982877017,0.09610670171256834,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
distilled_p25,-158.96925,2.3322062783982047,158.96925,2.3322062783982034,0.237,0.01179247641507075,0.766175,0.016614018929807444,1.8132757255911827,0.12307842743205194,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
pruned_p40,-159.495025,2.349827074621683,159.495025,2.349827074621662,0.2284,0.011462002442854387,0.7656750000000001,0.015488322213848731,1.8190948572009802,0.12751814904812592,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
distilled_p40,-158.918425,2.430613243221767,158.918425,2.4306132432217598,0.23635,0.012126520523216867,0.7667999999999999,0.01673910093165102,1.805155144348741,0.1261242591770466,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
pruned_p50,-159.49669999999998,2.2183120942509515,159.49669999999998,2.2183120942509436,0.24915000000000004,0.009609370426828181,0.7358750000000001,0.012777543778050616,2.083846525043249,0.10609316999725753,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
distilled_p50,-158.9298,2.345614476528482,158.9298,2.3456144765284876,0.23639999999999997,0.012386080897523638,0.766925,0.016705556710268594,1.804186966177821,0.12175302056304607,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
offload,-169.941475,3.1394207934147627,169.941475,3.139420793414764,0.10565000000000001,0.008729404332484548,1.0,0.0,0.5935857180804014,0.008867307804991674,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
greedy,-184.132875,0.9436670907290459,184.13287499999998,0.9436670907290334,0.5948,0.0032148094811356932,0.26739999999999997,0.0012951833846988664,4.551091964054107,0.03078838638253938,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
local,-252.46137499999986,0.8825671451084905,252.461375,0.882567145108518,0.8238749999999999,0.0033564303955243863,0.0,0.0,4.950408114886283,0.004165316486532927,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
random,-173.64525,1.510375656914522,173.64524999999998,1.5103756569145295,0.4075000000000001,0.01557040461902002,0.5004500000000001,0.01779353815293631,3.992975907158851,0.20230507031537556,load_09,1.1,1650000.0000000002,6600000.000000001,4.125000000000001
mappo,-162.0363,2.430708435312633,162.0363,2.4307084353126345,0.25605,0.012380327136227057,0.7595000000000001,0.016748134224444232,1.8554979057222607,0.12203059020002867,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
pruned_p10,-161.9567,2.227384842141115,161.9567,2.2273848421411153,0.283475,0.0111166822838471,0.7137749999999999,0.012212928600462703,2.1807117776066063,0.0950899529254134,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
distilled_p10,-162.024225,2.4470793291442345,162.024225,2.4470793291442354,0.255675,0.012148070834498788,0.760125,0.0164663482594047,1.8540414902150635,0.12201980362413162,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
pruned_p25,-162.26762499999998,2.2874393605350427,162.26762499999998,2.28743936053505,0.260075,0.01081494914458686,0.7415500000000002,0.012709642009120472,2.027131097745895,0.10079615887307652,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
distilled_p25,-162.00177499999998,2.4173974783069845,162.001775,2.417397478306991,0.256025,0.012593872518014465,0.7594249999999999,0.0167988280841254,1.8579709882974627,0.12327413910983007,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
pruned_p40,-162.63195,2.289777939015056,162.63195,2.289777939015046,0.24859999999999996,0.010178531328241812,0.7545500000000002,0.013769894698217556,1.9031266334563495,0.11798374701272696,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
distilled_p40,-162.01732499999997,2.441074558596076,162.017325,2.441074558596072,0.25502500000000006,0.011644446101038902,0.7608499999999999,0.015377418508969575,1.8567863501518962,0.12109219827611398,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
pruned_p50,-162.60845,2.2148962808673507,162.60845,2.214896280867347,0.266,0.0102591422643416,0.7300999999999999,0.012454517252788242,2.1334784983813764,0.10985275320419322,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
distilled_p50,-162.02209999999997,2.4296648359393096,162.02210000000002,2.4296648359393105,0.25477500000000003,0.012628563853423713,0.7614000000000002,0.01626276421768452,1.8522292500972746,0.12276364036554145,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
offload,-172.8066,3.052753787975699,172.8066,3.052753787975701,0.1265,0.008856494791959177,1.0,0.0,0.5935857180804014,0.008867307804991674,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
greedy,-185.30945,0.9296715871747389,185.30945,0.9296715871747397,0.598475,0.0031552535555799664,0.268625,0.0015258194519667159,4.546459498775005,0.03111017937765619,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
local,-253.97269999999975,0.8014915143031707,253.97269999999997,0.8014915143031773,0.829975,0.003005099831952341,0.0,0.0,4.950408114886283,0.004165316486532927,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
random,-174.86465,1.6513958308049568,174.86465,1.6513958308049563,0.41407499999999997,0.011884364728499373,0.4969999999999999,0.014458993740921248,4.023790984499454,0.2409750751664818,load_10,1.15,1724999.9999999998,6899999.999999999,4.312499999999999
mappo,-164.89894999999996,2.358969324196487,164.89895,2.358969324196478,0.27195,0.011421361565067453,0.7555,0.014914338738274656,1.8863888855725526,0.10945838517110171,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
pruned_p10,-164.97087499999998,2.1588216150541553,164.97087499999998,2.1588216150541486,0.29907500000000004,0.010647212076407607,0.7102249999999999,0.010754911668628433,2.2134252088516946,0.09290508058983346,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
distilled_p10,-164.93834999999996,2.3302939117201533,164.93834999999999,2.330293911720148,0.2719000000000001,0.011535922156464132,0.755775,0.014914108253596665,1.8834712346583606,0.11005063288616602,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
pruned_p25,-165.17262499999998,2.273825648136852,165.172625,2.273825648136859,0.27645000000000003,0.010935492672943454,0.7359749999999999,0.011982513300639389,2.072114209648967,0.10607689292636117,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
distilled_p25,-164.93882499999995,2.3159006537684226,164.938825,2.3159006537684195,0.27217500000000006,0.01137379114455686,0.7554749999999999,0.014955956171372,1.8872332928210493,0.10687495021179659,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
pruned_p40,-165.707,2.306928463888729,165.70699999999997,2.306928463888725,0.2669,0.010992156294376458,0.7457999999999998,0.01341817796871095,1.9731832566469911,0.1235848714901091,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
distilled_p40,-164.91409999999996,2.296177163243297,164.9141,2.29617716324329,0.271475,0.012084830367034536,0.7564750000000001,0.01622823542471578,1.8801115812063216,0.11494769082626459,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
pruned_p50,-165.37255000000002,2.1589108793556044,165.37255000000002,2.1589108793556067,0.28205,0.010349396117648605,0.7230749999999999,0.011554787968630152,2.189697814539075,0.10582216265529175,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
distilled_p50,-164.93404999999998,2.3116686283937917,164.93405,2.311668628393783,0.27205,0.011442137038158565,0.755625,0.015133262206147094,1.8862877165079115,0.11082372572282741,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
offload,-175.73025,2.8822201512028887,175.73025,2.8822201512028887,0.14800000000000002,0.009905806378079477,1.0,0.0,0.5935857180804014,0.008867307804991674,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
greedy,-186.603425,0.8340700214160665,186.603425,0.8340700214160686,0.602475,0.0028338357397703897,0.269525,0.0016180621125284405,4.538059456110002,0.03418817542430637,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
local,-255.6196999999997,0.9104216591777585,255.61969999999994,0.910421659177766,0.836425,0.0033912571415332052,0.0,0.0,4.950408114886283,0.004165316486532927,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
random,-175.47834999999998,1.7348920074459842,175.47834999999998,1.7348920074459964,0.41615,0.01650537791145662,0.497975,0.019411481782697575,4.023184259080887,0.25521886579349934,load_11,1.2000000000000002,1800000.0000000002,7200000.000000001,4.500000000000001
mappo,-168.02707499999997,2.3658614658565593,168.027075,2.3658614658565695,0.28950000000000004,0.01132751075920919,0.750675,0.014219726614812253,1.9106135818511247,0.10832732985475499,load_12,1.25,1875000.0,7500000.0,4.6875
pruned_p10,-167.871875,2.0869287728921235,167.871875,2.0869287728921164,0.31395,0.01094120651482276,0.706575,0.013035552347330736,2.240676487955451,0.09858077066165716,load_12,1.25,1875000.0,7500000.0,4.6875
distilled_p10,-168.02254999999997,2.4057855001017736,168.02255000000002,2.4057855001017834,0.28885,0.011362878156523544,0.7516499999999999,0.014250964879614289,1.9062099454134704,0.11131335222791172,load_12,1.25,1875000.0,7500000.0,4.6875
pruned_p25,-167.99747499999998,2.3243798163434914,167.99747499999998,2.324379816343489,0.29212499999999997,0.010134255029354654,0.73115,0.010876695270163635,2.109804909965396,0.09103553230133939,load_12,1.25,1875000.0,7500000.0,4.6875
distilled_p25,-168.01254999999998,2.3891108827343963,168.01254999999998,2.389110882734411,0.28895,0.011328503872974573,0.751625,0.014532829215262938,1.9058768249601128,0.11284501459759248,load_12,1.25,1875000.0,7500000.0,4.6875
pruned_p40,-168.488825,2.2479964886816513,168.488825,2.2479964886816433,0.28254999999999997,0.010697429597805255,0.7391999999999999,0.012221292893961748,2.0246145446062087,0.11713832995636349,load_12,1.25,1875000.0,7500000.0,4.6875
distilled_p40,-168.02722499999996,2.3870604607183683,168.027225,2.38706046071837,0.28895,0.011864758741752822,0.7516000000000002,0.015419225012950549,1.9066301318287848,0.11628411531586279,load_12,1.25,1875000.0,7500000.0,4.6875
pruned_p50,-168.31940000000003,2.2516904793954264,168.31940000000003,2.251690479395424,0.297625,0.010387041205271116,0.71795,0.009752435593224909,2.219916363921761,0.10559519381129674,load_12,1.25,1875000.0,7500000.0,4.6875
distilled_p50,-168.01232499999995,2.3668194112827905,168.01232500000003,2.3668194112827887,0.28895,0.0115849039702537,0.751625,0.015110530268657017,1.909809122475982,0.11515351124702915,load_12,1.25,1875000.0,7500000.0,4.6875
offload,-178.720375,2.942121898498603,178.72037500000002,2.942121898498599,0.16997500000000001,0.01113690374385987,1.0,0.0,0.5935857180804014,0.008867307804991674,load_12,1.25,1875000.0,7500000.0,4.6875
greedy,-187.95805000000004,0.9063111413857896,187.95805000000001,0.9063111413857821,0.6066,0.003062270399556517,0.27040000000000003,0.0014017845768876187,4.529984708321094,0.03143405990060499,load_12,1.25,1875000.0,7500000.0,4.6875
local,-257.00922499999973,0.8336391564250063,257.00922499999996,0.8336391564250121,0.841725,0.003131393459787501,0.0,0.0,4.950408114886283,0.004165316486532927,load_12,1.25,1875000.0,7500000.0,4.6875
random,-176.332075,1.4185914583223105,176.332075,1.418591458322303,0.41957499999999986,0.01623963130739119,0.49749999999999994,0.01881156559141211,4.041467486274242,0.25137994082852366,load_12,1.25,1875000.0,7500000.0,4.6875
mappo,-170.99322499999994,2.1350627492242578,170.993225,2.135062749224246,0.30644999999999994,0.010823469868762049,0.7446499999999999,0.01281366458121954,1.9604478012591602,0.10547224523220092,load_13,1.3,1950000.0,7800000.0,4.875
pruned_p10,-170.79995000000002,2.121234751860345,170.79995000000002,2.1212347518603414,0.32825000000000004,0.011456439237389598,0.7044250000000001,0.013629494671483609,2.256640606212616,0.09425904971222349,load_13,1.3,1950000.0,7800000.0,4.875
distilled_p10,-170.97384999999997,2.100262421698779,170.97384999999997,2.1002624216987753,0.30649999999999994,0.010764525070805492,0.744425,0.012674309645893939,1.9598999502271417,0.10364859876755474,load_13,1.3,1950000.0,7800000.0,4.875
pruned_p25,-170.83162499999997,2.1822838416725294,170.83162499999997,2.1822838416725276,0.307025,0.01001214887024758,0.726625,0.010195740532202647,2.1385417334109547,0.09032424433064001,load_13,1.3,1950000.0,7800000.0,4.875
distilled_p25,-170.9494,2.1322583280409666,170.94940000000005,2.1322583280409537,0.30644999999999994,0.010840779492268995,0.74485,0.012885650934275695,1.959331106621027,0.10563693466434677,load_13,1.3,1950000.0,7800000.0,4.875
pruned_p40,-171.388125,2.1922547503939818,171.388125,2.192254750393986,0.297925,0.010190712683615414,0.7341249999999999,0.01193013516268781,2.054538449713588,0.11907815677519343,load_13,1.3,1950000.0,7800000.0,4.875
distilled_p40,-170.986725,2.154670927456221,170.986725,2.1546709274562086,0.3054,0.011339753083731582,0.7471,0.013812222847898162,1.9431561210393906,0.10820129956300673,load_13,1.3,1950000.0,7800000.0,4.875
pruned_p50,-171.0417,2.133042702924618,171.04170000000002,2.133042702924626,0.31265,0.010904815450066083,0.712475,0.010972949694589871,2.2603255446583033,0.10974585628966567,load_13,1.3,1950000.0,7800000.0,4.875
distilled_p50,-170.99384999999998,2.1945725643049614,170.99384999999998,2.1945725643049516,0.30602500000000005,0.010798408447544483,0.7459499999999999,0.013519800294383053,1.953448426800966,0.10570032956629614,load_13,1.3,1950000.0,7800000.0,4.875
offload,-181.72605,2.7753609040087057,181.72605,2.7753609040087026,0.19115000000000001,0.011537547399685948,1.0,0.0,0.5935857180804014,0.008867307804991674,load_13,1.3,1950000.0,7800000.0,4.875
greedy,-189.13367500000004,0.9518249054448181,189.13367500000004,0.9518249054448,0.610075,0.0032152954763131785,0.271,0.001436140661634507,4.521371930491924,0.03322629017086907,load_13,1.3,1950000.0,7800000.0,4.875
local,-258.3648749999997,0.7572953622101609,258.364875,0.7572953622101478,0.846875,0.0027528394431931523,0.0,0.0,4.950408114886283,0.004165316486532927,load_13,1.3,1950000.0,7800000.0,4.875
random,-177.12375,1.4720689734180161,177.12375,1.472068973418027,0.42147499999999993,0.01484859000040071,0.49935,0.017297470913402342,4.0143221649646765,0.22496459267546406,load_13,1.3,1950000.0,7800000.0,4.875
